experiment,runs,region_accuracy_mean,region_accuracy_std,region_balanced_accuracy_mean,region_balanced_accuracy_std,region_macro_f1_mean,region_macro_f1_std,province_accuracy_mean,province_accuracy_std,province_balanced_accuracy_mean,province_balanced_accuracy_std,province_macro_f1_mean,province_macro_f1_std,router_entropy_mean,router_entropy_std
h3_router_acoustic,3,0.9002961500493584,0.005338920940963473,0.8953978094619868,0.004957107792722458,0.8968349258050602,0.005756131149215238,0.44323790720631784,0.009859321004658542,0.4459740118517355,0.00994565229169873,0.44199053401218796,0.013127037357802487,1.38628089427948,6.880142226461447e-06
h3_router_acoustic_prosody,3,0.9055610398157289,0.0032864403348862228,0.9006667686220775,0.0026377778770427457,0.9025344293673161,0.002886334397220613,0.44669299111549854,0.004442250740375131,0.44944599461269485,0.004394373349698932,0.4438643022878796,0.004272523056616141,1.386288324991862,2.626214288371135e-06
h3_router_prosody,3,0.9063836788417242,0.004255517326876411,0.9017493615350993,0.005390925618843329,0.9031605473597222,0.004730923021984857,0.44948996380388284,0.015303739327717626,0.4512783780188738,0.01557410169397478,0.4456196398720994,0.01665819901317093,1.3862806558609009,8.333573482797893e-06
