seed,active_for_prediction,mean_entropy,normalized_mean_entropy,effective_experts,mean_expert_probability_json
42,True,0.6931471228599548,0.9999999167565099,1.9999998846000224,"[0.4997994303703308,0.5002005696296692]"
43,True,0.6931471228599548,0.9999999167565099,1.9999998846000224,"[0.5001713633537292,0.49982860684394836]"
44,True,0.6931472420692444,1.0000000887391607,2.000000123018602,"[0.5000876188278198,0.4999123811721802]"
