seed,expert_0_count,expert_1_count,expert_0_fraction,expert_1_fraction,normalized_top1_assignment_entropy,active_experts_top1,max_top1_assignment_fraction,min_top1_assignment_fraction,region_expert_nmi,province_expert_nmi
42,13,2010,0.006426099851705388,0.9935739001482946,0.05603488714400757,2,0.9935739001482946,0.006426099851705388,0.010843512443106279,0.006845573895086908
43,2005,18,0.9911023232822541,0.008897676717745922,0.07339349367482348,2,0.9911023232822541,0.008897676717745922,0.0044341254056342065,0.009507137781364798
44,1938,85,0.957983193277311,0.04201680672268908,0.25146396423889,2,0.957983193277311,0.04201680672268908,0.019297010339014882,0.018711168992667435
