seed,model,ece,nll,brier,mean_confidence
42,baseline,0.30598906664434666,2.8645213900348736,0.8703945619350514,0.6846346425217564
42,candidate,0.19931803728411002,2.307606720967691,0.7570177337411665,0.6323383042144115
43,baseline,0.2467257364796225,2.6097247786544604,0.8209537894984579,0.6545359193763106
43,candidate,0.2848744210016002,2.6396241125270703,0.8065537969403992,0.7302525722621045
44,baseline,0.322536140687679,2.9979956450119936,0.8793795542612037,0.7199657007469968
44,candidate,0.2515673985427639,2.477147216156882,0.7825266262675469,0.7013943881621411
