seed,province,support,baseline_accuracy,candidate_accuracy,improvement,fixed,regressed
42,11,35,0.6571428571428571,0.5142857142857142,-0.1428571428571429,3,8
42,12,33,0.3939393939393939,0.18181818181818182,-0.2121212121212121,2,9
42,14,34,0.38235294117647056,0.23529411764705882,-0.14705882352941174,2,7
42,15,33,0.6666666666666666,0.7575757575757576,0.09090909090909094,5,2
42,17,33,0.15151515151515152,0.7575757575757576,0.6060606060606061,21,1
42,18,31,0.5806451612903226,0.6129032258064516,0.032258064516129004,4,3
42,19,32,0.1875,0.1875,0.0,3,3
42,20,31,0.2903225806451613,0.22580645161290322,-0.06451612903225809,1,3
42,21,33,0.18181818181818182,0.24242424242424243,0.06060606060606061,2,0
42,22,34,0.17647058823529413,0.5,0.32352941176470584,12,1
42,23,33,0.36363636363636365,0.30303030303030304,-0.06060606060606061,2,4
42,24,38,0.18421052631578946,0.21052631578947367,0.02631578947368421,3,2
42,25,27,0.14814814814814814,0.18518518518518517,0.037037037037037035,2,1
42,26,35,0.45714285714285713,0.4857142857142857,0.02857142857142858,4,3
42,27,28,0.5357142857142857,0.5714285714285714,0.0357142857142857,4,3
42,28,32,0.34375,0.5625,0.21875,8,1
42,30,29,0.3103448275862069,0.7931034482758621,0.4827586206896552,14,0
42,34,30,0.1,0.43333333333333335,0.33333333333333337,10,0
42,35,26,1.0,1.0,0.0,0,0
42,36,29,0.2413793103448276,0.3103448275862069,0.06896551724137931,6,4
42,37,43,0.7209302325581395,0.6976744186046512,-0.023255813953488302,2,3
42,38,33,0.7878787878787878,0.5757575757575758,-0.21212121212121204,3,10
42,43,33,0.5151515151515151,0.2727272727272727,-0.24242424242424243,0,8
42,47,34,0.17647058823529413,0.4117647058823529,0.2352941176470588,9,1
42,48,31,0.12903225806451613,0.06451612903225806,-0.06451612903225806,1,3
42,49,33,0.12121212121212122,0.21212121212121213,0.09090909090909091,5,2
42,59,34,0.35294117647058826,0.5588235294117647,0.20588235294117646,8,1
42,60,31,0.2903225806451613,0.3870967741935484,0.09677419354838707,4,1
42,61,33,0.5454545454545454,0.24242424242424243,-0.303030303030303,1,11
42,62,38,0.23684210526315788,0.2631578947368421,0.02631578947368421,6,5
42,63,33,0.45454545454545453,0.3939393939393939,-0.06060606060606061,0,2
42,64,30,0.23333333333333334,0.26666666666666666,0.033333333333333326,3,2
42,65,28,0.42857142857142855,0.5,0.07142857142857145,5,3
42,66,28,0.2857142857142857,0.4642857142857143,0.1785714285714286,5,0
42,67,31,0.22580645161290322,0.2903225806451613,0.06451612903225809,4,2
42,68,32,0.0,0.3125,0.3125,10,0
42,69,37,0.24324324324324326,0.1891891891891892,-0.05405405405405406,3,5
42,70,34,0.6764705882352942,0.38235294117647056,-0.2941176470588236,0,10
42,71,31,0.3225806451612903,0.45161290322580644,0.12903225806451613,9,5
42,72,31,0.5161290322580645,0.6451612903225806,0.12903225806451613,5,1
42,73,34,0.47058823529411764,0.7352941176470589,0.26470588235294124,9,0
42,74,30,0.26666666666666666,0.3333333333333333,0.06666666666666665,4,2
42,75,32,0.5625,0.71875,0.15625,5,0
42,76,37,0.43243243243243246,0.6216216216216216,0.18918918918918914,8,1
42,77,28,0.6428571428571429,0.9642857142857143,0.3214285714285714,9,0
42,78,32,0.5,0.78125,0.28125,12,3
42,79,30,0.36666666666666664,0.4666666666666667,0.10000000000000003,6,3
42,81,33,0.3939393939393939,0.7575757575757576,0.36363636363636365,12,0
42,82,31,0.4838709677419355,0.45161290322580644,-0.03225806451612906,2,3
42,83,31,0.0967741935483871,0.0967741935483871,0.0,2,2
42,84,40,0.2,0.025,-0.17500000000000002,0,7
42,85,34,0.4411764705882353,0.7352941176470589,0.2941176470588236,10,0
42,86,33,0.696969696969697,0.6666666666666666,-0.030303030303030387,2,3
42,88,28,0.17857142857142858,0.39285714285714285,0.21428571428571427,6,0
42,89,30,0.43333333333333335,0.3333333333333333,-0.10000000000000003,0,3
42,90,27,0.4444444444444444,0.2962962962962963,-0.14814814814814814,1,5
42,92,30,0.5333333333333333,0.6,0.06666666666666665,5,3
42,93,35,0.2571428571428571,0.17142857142857143,-0.08571428571428569,2,5
42,94,33,0.09090909090909091,0.06060606060606061,-0.030303030303030304,0,1
42,95,30,0.36666666666666664,0.3333333333333333,-0.033333333333333326,4,5
42,97,34,0.20588235294117646,0.23529411764705882,0.02941176470588236,4,3
42,98,28,0.8571428571428571,0.8571428571428571,0.0,2,2
42,99,29,0.41379310344827586,0.2413793103448276,-0.17241379310344826,1,6
43,11,35,0.5714285714285714,0.42857142857142855,-0.14285714285714285,3,8
43,12,33,0.42424242424242425,0.30303030303030304,-0.12121212121212122,4,8
43,14,34,0.47058823529411764,0.3235294117647059,-0.14705882352941174,1,6
43,15,33,0.6060606060606061,0.7575757575757576,0.1515151515151515,7,2
43,17,33,0.18181818181818182,0.696969696969697,0.5151515151515151,17,0
43,18,31,0.45161290322580644,0.6451612903225806,0.1935483870967742,8,2
43,19,32,0.1875,0.1875,0.0,2,2
43,20,31,0.45161290322580644,0.3870967741935484,-0.06451612903225806,3,5
43,21,33,0.21212121212121213,0.24242424242424243,0.030303030303030304,3,2
43,22,34,0.20588235294117646,0.35294117647058826,0.1470588235294118,6,1
43,23,33,0.36363636363636365,0.21212121212121213,-0.15151515151515152,0,5
43,24,38,0.2894736842105263,0.3157894736842105,0.02631578947368418,3,2
43,25,27,0.2222222222222222,0.18518518518518517,-0.037037037037037035,2,3
43,26,35,0.37142857142857144,0.45714285714285713,0.08571428571428569,3,0
43,27,28,0.6071428571428571,0.5,-0.1071428571428571,3,6
43,28,32,0.5,0.59375,0.09375,4,1
43,30,29,0.4482758620689655,0.7586206896551724,0.31034482758620685,9,0
43,34,30,0.23333333333333334,0.36666666666666664,0.1333333333333333,5,1
43,35,26,1.0,1.0,0.0,0,0
43,36,29,0.41379310344827586,0.20689655172413793,-0.20689655172413793,0,6
43,37,43,0.7674418604651163,0.813953488372093,0.046511627906976716,3,1
43,38,33,0.8787878787878788,0.7272727272727273,-0.1515151515151515,0,5
43,43,33,0.3939393939393939,0.30303030303030304,-0.09090909090909088,2,5
43,47,34,0.2647058823529412,0.38235294117647056,0.11764705882352938,6,2
43,48,31,0.0967741935483871,0.06451612903225806,-0.03225806451612903,1,2
43,49,33,0.21212121212121213,0.36363636363636365,0.15151515151515152,7,2
43,59,34,0.38235294117647056,0.5588235294117647,0.17647058823529416,8,2
43,60,31,0.3548387096774194,0.3548387096774194,0.0,3,3
43,61,33,0.45454545454545453,0.5151515151515151,0.06060606060606061,5,3
43,62,38,0.13157894736842105,0.15789473684210525,0.02631578947368421,4,3
43,63,33,0.45454545454545453,0.5454545454545454,0.09090909090909088,5,2
43,64,30,0.13333333333333333,0.26666666666666666,0.13333333333333333,6,2
43,65,28,0.42857142857142855,0.6785714285714286,0.25000000000000006,8,1
43,66,28,0.35714285714285715,0.25,-0.10714285714285715,0,3
43,67,31,0.1935483870967742,0.3225806451612903,0.12903225806451613,4,0
43,68,32,0.03125,0.3125,0.28125,9,0
43,69,37,0.10810810810810811,0.24324324324324326,0.13513513513513514,5,0
43,70,34,0.5882352941176471,0.5,-0.08823529411764708,3,6
43,71,31,0.45161290322580644,0.5806451612903226,0.12903225806451618,8,4
43,72,31,0.6774193548387096,0.6774193548387096,0.0,1,1
43,73,34,0.47058823529411764,0.47058823529411764,0.0,3,3
43,74,30,0.4666666666666667,0.43333333333333335,-0.033333333333333326,1,2
43,75,32,0.625,0.59375,-0.03125,1,2
43,76,37,0.32432432432432434,0.35135135135135137,0.02702702702702703,5,4
43,77,28,0.8214285714285714,0.9642857142857143,0.1428571428571429,4,0
43,78,32,0.40625,0.6875,0.28125,10,1
43,79,30,0.6666666666666666,0.5666666666666667,-0.09999999999999998,1,4
43,81,33,0.3939393939393939,0.6363636363636364,0.24242424242424243,8,0
43,82,31,0.7741935483870968,0.6129032258064516,-0.16129032258064513,1,6
43,83,31,0.22580645161290322,0.25806451612903225,0.03225806451612903,4,3
43,84,40,0.15,0.1,-0.04999999999999999,2,4
43,85,34,0.6764705882352942,0.5294117647058824,-0.1470588235294118,1,6
43,86,33,0.696969696969697,0.7575757575757576,0.06060606060606055,6,4
43,88,28,0.17857142857142858,0.39285714285714285,0.21428571428571427,6,0
43,89,30,0.6666666666666666,0.5333333333333333,-0.1333333333333333,3,7
43,90,27,0.4444444444444444,0.25925925925925924,-0.18518518518518517,2,7
43,92,30,0.3333333333333333,0.3,-0.033333333333333326,3,4
43,93,35,0.2,0.22857142857142856,0.028571428571428553,5,4
43,94,33,0.09090909090909091,0.09090909090909091,0.0,0,0
43,95,30,0.3,0.3,0.0,2,2
43,97,34,0.08823529411764706,0.3235294117647059,0.23529411764705882,10,2
43,98,28,0.8928571428571429,0.8571428571428571,-0.03571428571428581,1,2
43,99,29,0.5172413793103449,0.5172413793103449,0.0,6,6
44,11,35,0.6,0.5142857142857142,-0.08571428571428574,3,6
44,12,33,0.30303030303030304,0.3333333333333333,0.030303030303030276,4,3
44,14,34,0.5,0.38235294117647056,-0.11764705882352944,3,7
44,15,33,0.7272727272727273,0.7878787878787878,0.06060606060606055,3,1
44,17,33,0.15151515151515152,0.5454545454545454,0.3939393939393939,14,1
44,18,31,0.5806451612903226,0.7096774193548387,0.12903225806451613,4,0
44,19,32,0.21875,0.15625,-0.0625,2,4
44,20,31,0.22580645161290322,0.3548387096774194,0.12903225806451615,6,2
44,21,33,0.36363636363636365,0.2727272727272727,-0.09090909090909094,0,3
44,22,34,0.08823529411764706,0.5588235294117647,0.47058823529411764,16,0
44,23,33,0.21212121212121213,0.24242424242424243,0.030303030303030304,3,2
44,24,38,0.18421052631578946,0.10526315789473684,-0.07894736842105263,2,5
44,25,27,0.2222222222222222,0.4074074074074074,0.18518518518518517,6,1
44,26,35,0.45714285714285713,0.6,0.14285714285714285,5,0
44,27,28,0.4642857142857143,0.6071428571428571,0.1428571428571428,6,2
44,28,32,0.46875,0.625,0.15625,7,2
44,30,29,0.6206896551724138,0.8620689655172413,0.2413793103448275,7,0
44,34,30,0.16666666666666666,0.36666666666666664,0.19999999999999998,7,1
44,35,26,1.0,1.0,0.0,0,0
44,36,29,0.41379310344827586,0.5517241379310345,0.13793103448275862,5,1
44,37,43,0.8372093023255814,0.7441860465116279,-0.09302325581395354,1,5
44,38,33,0.9090909090909091,0.7272727272727273,-0.18181818181818177,1,7
44,43,33,0.3939393939393939,0.42424242424242425,0.03030303030303033,3,2
44,47,34,0.14705882352941177,0.3235294117647059,0.17647058823529413,8,2
44,48,31,0.16129032258064516,0.0967741935483871,-0.06451612903225806,1,3
44,49,33,0.21212121212121213,0.24242424242424243,0.030303030303030304,3,2
44,59,34,0.35294117647058826,0.6764705882352942,0.3235294117647059,11,0
44,60,31,0.2903225806451613,0.3870967741935484,0.09677419354838707,4,1
44,61,33,0.42424242424242425,0.48484848484848486,0.06060606060606061,5,3
44,62,38,0.15789473684210525,0.18421052631578946,0.02631578947368421,5,4
44,63,33,0.42424242424242425,0.3939393939393939,-0.03030303030303033,0,1
44,64,30,0.3333333333333333,0.23333333333333334,-0.09999999999999998,2,5
44,65,28,0.39285714285714285,0.25,-0.14285714285714285,1,5
44,66,28,0.25,0.32142857142857145,0.07142857142857145,4,2
44,67,31,0.1935483870967742,0.3870967741935484,0.1935483870967742,6,0
44,68,32,0.15625,0.3125,0.15625,7,2
44,69,37,0.5135135135135135,0.2972972972972973,-0.21621621621621617,2,10
44,70,34,0.5294117647058824,0.4117647058823529,-0.11764705882352944,1,5
44,71,31,0.5806451612903226,0.3225806451612903,-0.2580645161290323,1,9
44,72,31,0.6451612903225806,0.7419354838709677,0.09677419354838712,7,4
44,73,34,0.5,0.5588235294117647,0.05882352941176472,5,3
44,74,30,0.5333333333333333,0.5,-0.033333333333333326,2,3
44,75,32,0.46875,0.625,0.15625,8,3
44,76,37,0.32432432432432434,0.2702702702702703,-0.05405405405405406,3,5
44,77,28,0.6428571428571429,1.0,0.3571428571428571,10,0
44,78,32,0.625,0.84375,0.21875,8,1
44,79,30,0.5333333333333333,0.5,-0.033333333333333326,2,3
44,81,33,0.48484848484848486,0.7575757575757576,0.2727272727272727,12,3
44,82,31,0.6129032258064516,0.6774193548387096,0.06451612903225801,4,2
44,83,31,0.1935483870967742,0.25806451612903225,0.06451612903225806,4,2
44,84,40,0.05,0.05,0.0,2,2
44,85,34,0.4117647058823529,0.5294117647058824,0.11764705882352944,7,3
44,86,33,0.8181818181818182,0.7878787878787878,-0.030303030303030387,4,5
44,88,28,0.32142857142857145,0.14285714285714285,-0.1785714285714286,2,7
44,89,30,0.3333333333333333,0.3,-0.033333333333333326,3,4
44,90,27,0.2222222222222222,0.2962962962962963,0.07407407407407407,3,1
44,92,30,0.4666666666666667,0.5333333333333333,0.06666666666666665,5,3
44,93,35,0.14285714285714285,0.22857142857142856,0.08571428571428572,4,1
44,94,33,0.15151515151515152,0.18181818181818182,0.030303030303030304,3,2
44,95,30,0.16666666666666666,0.5,0.33333333333333337,10,0
44,97,34,0.17647058823529413,0.11764705882352941,-0.05882352941176472,2,4
44,98,28,0.8214285714285714,0.6071428571428571,-0.2142857142857143,1,7
44,99,29,0.3103448275862069,0.41379310344827586,0.10344827586206895,8,5
